Detailed Statistics Arrivals  
Destination Airport: New York, NY: John F. Kennedy International (JFK)
Airline: Hawaiian Airlines Inc. (HA)
Month(s): January, February, March, April, May, June, July, August, September, October, November, and December
Day(s): 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30 and 31
Year(s): 2015, 2016, 2017, 2018 and 2019

Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Origin Airport,Scheduled Arrival Time,Actual Arrival Time
"HA","03/14/2017","0050","N395HA","HNL","06:55","07:15"
"HA","03/14/2018","0050","N384HA","HNL","06:55","06:38"
"HA","03/14/2019","0050","N396HA","HNL","06:55","07:13"
"HA","03/15/2015","0050","N396HA","HNL","06:55","06:46"
"HA","03/15/2016","0050","N396HA","HNL","06:55","06:38"
"HA","03/15/2017","0050","N386HA","HNL","06:55","07:11"
"HA","03/15/2018","0050","N384HA","HNL","06:55","07:27"
"HA","03/15/2019","0050","N384HA","HNL","06:55","07:27"
"HA","03/16/2016","0050","N379HA","HNL","06:55","06:21"
"HA","03/16/2017","0050","N370HA","HNL","06:55","07:09"
"HA","03/16/2018","0050","N395HA","HNL","06:55","06:57"
"HA","03/16/2019","0050","N360HA","HNL","06:55","08:10"
"HA","03/17/2016","0050","N393HA","HNL","06:55","06:50"
"HA","03/17/2017","0050","N370HA","HNL","06:55","08:19"
"HA","03/17/2018","0050","N360HA","HNL","06:55","06:25"
"HA","03/17/2019","0050","N385HA","HNL","06:55","06:30"
"HA","03/18/2015","0050","N375HA","HNL","06:55","06:39"
"HA","03/18/2016","0050","N384HA","HNL","06:55","06:59"
"HA","03/18/2017","0050","N389HA","HNL","06:55","07:05"
"HA","03/18/2018","0050","N374HA","HNL","06:55","06:26"
"HA","03/18/2019","0050","N384HA","HNL","06:55","06:24"
"HA","03/19/2015","0050","N399HA","HNL","06:55","06:27"
"HA","03/19/2016","0050","N375HA","HNL","06:55","06:44"
"HA","03/19/2017","0050","N386HA","HNL","06:55","06:52"
"HA","03/19/2018","0050","N388HA","HNL","06:55","06:22"
"HA","03/19/2019","0050","N378HA","HNL","06:55","06:35"
"HA","03/20/2015","0050","N396HA","HNL","06:55","06:45"
"HA","03/20/2016","0050","N390HA","HNL","06:55","07:11"
"HA","03/20/2017","0050","N381HA","HNL","06:55","06:26"
"HA","03/20/2018","0050","N360HA","HNL","06:55","06:37"
"HA","03/20/2019","0050","N382HA","HNL","06:55","06:59"
"HA","03/21/2015","0050","N388HA","HNL","06:55","07:13"
"HA","03/21/2016","0050","N396HA","HNL","06:55","06:40"
"HA","03/21/2017","0050","N388HA","HNL","06:55","07:15"
"HA","03/21/2018","0050","N361HA","HNL","06:55","06:42"
"HA","03/21/2019","0050","N360HA","HNL","06:55","06:47"
"HA","03/22/2015","0050","N383HA","HNL","06:55","06:51"
"HA","03/22/2016","0050","N383HA","HNL","06:55","07:21"
"HA","03/22/2017","0050","N381HA","HNL","06:55","06:43"
"HA","03/22/2018","0050","N380HA","HNL","06:55","06:34"
"HA","03/22/2019","0050","N378HA","HNL","06:55","06:43"
"HA","03/23/2016","0050","N378HA","HNL","06:55","07:31"
"HA","03/23/2017","0050","N374HA","HNL","06:55","07:14"
"HA","03/23/2018","0050","N393HA","HNL","06:55","06:36"
"HA","03/23/2019","0050","N389HA","HNL","06:55","06:30"
